Student_ID,Date,Message_Type,Month
S08902,2024-10-07,Automated Reminder,2024-10
S00289,2024-11-12,Teacher to Parent,2024-11
S03388,2025-01-14,Teacher to Parent,2025-01
S01368,2025-02-08,Teacher to Parent,2025-02
S09868,2024-09-26,Automated Reminder,2024-09
S06372,2024-10-01,Teacher to Parent,2024-10
S01697,2024-11-28,Parent to Teacher,2024-11
S08171,2025-02-17,Teacher to Parent,2025-02
S07319,2024-10-31,Teacher to Parent,2024-10
S07682,2024-12-16,Automated Reminder,2024-12
S11184,2024-11-15,Parent to Teacher,2024-11
S01764,2025-03-08,Automated Reminder,2025-03
S01342,2024-12-13,Teacher to Parent,2024-12
S10409,2025-01-13,Parent to Teacher,2025-01
S00797,2024-12-22,Automated Reminder,2024-12
S10162,2024-09-16,Automated Reminder,2024-09
S11450,2024-09-19,Parent to Teacher,2024-09
S07790,2025-01-31,Parent to Teacher,2025-01
S03220,2025-02-14,Automated Reminder,2025-02
S10715,2024-09-22,Parent to Teacher,2024-09
S02376,2025-02-01,Teacher to Parent,2025-02
S07663,2024-12-11,Teacher to Parent,2024-12
S03850,2024-12-09,Teacher to Parent,2024-12
S01056,2025-02-21,Parent to Teacher,2025-02
S10804,2024-11-03,Teacher to Parent,2024-11
S02031,2024-10-14,Teacher to Parent,2024-10
S04140,2025-02-19,Parent to Teacher,2025-02
S00205,2024-10-03,Automated Reminder,2024-10
S05704,2025-01-14,Teacher to Parent,2025-01
S10847,2024-12-14,Parent to Teacher,2024-12
S02101,2024-10-26,Parent to Teacher,2024-10
S03171,2024-12-24,Teacher to Parent,2024-12
S12058,2024-10-16,Automated Reminder,2024-10
S11672,2025-01-31,Automated Reminder,2025-01
S07198,2024-12-08,Automated Reminder,2024-12
S01528,2024-12-07,Parent to Teacher,2024-12
S10488,2024-09-25,Teacher to Parent,2024-09
S07415,2024-12-28,Parent to Teacher,2024-12
S05088,2024-11-11,Teacher to Parent,2024-11
S10717,2024-12-01,Teacher to Parent,2024-12
S05030,2024-11-29,Automated Reminder,2024-11
S06783,2025-02-11,Automated Reminder,2025-02
S09919,2024-12-28,Teacher to Parent,2024-12
S11155,2025-01-28,Parent to Teacher,2025-01
S05322,2024-11-10,Teacher to Parent,2024-11
S01764,2024-10-24,Teacher to Parent,2024-10
S11879,2025-02-10,Automated Reminder,2025-02
S08450,2024-09-27,Parent to Teacher,2024-09
S06410,2024-11-24,Parent to Teacher,2024-11
S04246,2024-10-18,Automated Reminder,2024-10
S10810,2024-09-17,Teacher to Parent,2024-09
S10165,2024-10-16,Teacher to Parent,2024-10
S06831,2024-10-01,Automated Reminder,2024-10
S11850,2024-10-23,Parent to Teacher,2024-10
S07765,2025-02-17,Automated Reminder,2025-02
S01852,2025-01-18,Parent to Teacher,2025-01
S03309,2025-02-24,Teacher to Parent,2025-02
S05420,2024-10-24,Teacher to Parent,2024-10
S09385,2024-11-27,Automated Reminder,2024-11
S01669,2024-12-01,Automated Reminder,2024-12
S01283,2024-10-18,Automated Reminder,2024-10
S10954,2024-10-15,Parent to Teacher,2024-10
S06787,2024-11-08,Parent to Teacher,2024-11
S03510,2024-12-11,Automated Reminder,2024-12
S05991,2025-01-03,Automated Reminder,2025-01
S10428,2024-10-12,Teacher to Parent,2024-10
S03076,2025-02-16,Automated Reminder,2025-02
S10533,2024-11-28,Teacher to Parent,2024-11
S10382,2024-11-11,Teacher to Parent,2024-11
S03407,2025-01-13,Teacher to Parent,2025-01
S04548,2024-12-12,Parent to Teacher,2024-12
S01746,2024-11-24,Parent to Teacher,2024-11
S07148,2024-10-05,Automated Reminder,2024-10
S07163,2025-03-09,Teacher to Parent,2025-03
S00830,2024-09-18,Parent to Teacher,2024-09
S05925,2025-01-27,Teacher to Parent,2025-01
S00489,2025-01-08,Parent to Teacher,2025-01
S08646,2024-10-14,Teacher to Parent,2024-10
S07111,2024-12-01,Parent to Teacher,2024-12
S00347,2024-10-27,Teacher to Parent,2024-10
S04473,2024-12-27,Teacher to Parent,2024-12
S02146,2024-09-24,Parent to Teacher,2024-09
S08821,2025-02-15,Parent to Teacher,2025-02
S05311,2024-09-23,Automated Reminder,2024-09
S10363,2024-10-18,Parent to Teacher,2024-10
S08208,2024-12-09,Parent to Teacher,2024-12
S04627,2025-01-06,Parent to Teacher,2025-01
S05269,2024-11-24,Automated Reminder,2024-11
S01497,2025-02-08,Automated Reminder,2025-02
S04150,2024-10-26,Automated Reminder,2024-10
S05117,2024-10-21,Parent to Teacher,2024-10
S03529,2025-01-29,Parent to Teacher,2025-01
S04797,2024-10-24,Automated Reminder,2024-10
S01658,2024-10-21,Automated Reminder,2024-10
S09222,2025-01-19,Automated Reminder,2025-01
S03454,2024-11-22,Teacher to Parent,2024-11
S03295,2024-10-19,Teacher to Parent,2024-10
S07793,2024-12-09,Teacher to Parent,2024-12
S00162,2025-01-05,Teacher to Parent,2025-01
S06672,2024-12-06,Automated Reminder,2024-12
S08450,2025-01-02,Automated Reminder,2025-01
S08534,2024-10-10,Parent to Teacher,2024-10
S10335,2024-11-20,Teacher to Parent,2024-11
S07319,2024-12-01,Automated Reminder,2024-12
S00493,2024-11-06,Parent to Teacher,2024-11
S11874,2024-11-11,Teacher to Parent,2024-11
S09184,2024-09-25,Parent to Teacher,2024-09
S12019,2024-12-10,Parent to Teacher,2024-12
S03250,2024-11-19,Teacher to Parent,2024-11
S08244,2024-12-27,Automated Reminder,2024-12
S04055,2024-12-24,Parent to Teacher,2024-12
S03536,2025-02-27,Teacher to Parent,2025-02
S02934,2025-03-07,Automated Reminder,2025-03
S00844,2024-10-04,Automated Reminder,2024-10
S07934,2025-02-27,Parent to Teacher,2025-02
S07262,2024-10-07,Automated Reminder,2024-10
S00366,2025-01-16,Parent to Teacher,2025-01
S08002,2025-02-12,Teacher to Parent,2025-02
S01024,2024-10-17,Automated Reminder,2024-10
S11281,2025-01-27,Automated Reminder,2025-01
S05740,2025-02-22,Teacher to Parent,2025-02
S02746,2024-10-06,Parent to Teacher,2024-10
S06512,2024-12-25,Automated Reminder,2024-12
S00876,2025-03-01,Automated Reminder,2025-03
S07274,2024-10-14,Parent to Teacher,2024-10
S10663,2025-02-12,Automated Reminder,2025-02
S01146,2024-11-17,Automated Reminder,2024-11
S03578,2024-10-20,Automated Reminder,2024-10
S10315,2024-12-02,Automated Reminder,2024-12
S03406,2024-11-01,Parent to Teacher,2024-11
S11495,2025-01-15,Teacher to Parent,2025-01
S11848,2024-12-13,Teacher to Parent,2024-12
S10500,2024-10-24,Teacher to Parent,2024-10
S08460,2025-01-26,Parent to Teacher,2025-01
S01401,2024-10-06,Parent to Teacher,2024-10
S09819,2025-03-05,Automated Reminder,2025-03
S04619,2024-12-24,Automated Reminder,2024-12
S02723,2024-10-12,Teacher to Parent,2024-10
S08255,2025-02-05,Automated Reminder,2025-02
S02084,2024-11-21,Parent to Teacher,2024-11
S11842,2025-01-11,Automated Reminder,2025-01
S06001,2024-11-01,Automated Reminder,2024-11
S07540,2025-01-25,Teacher to Parent,2025-01
S00354,2024-12-17,Parent to Teacher,2024-12
S00867,2024-12-04,Parent to Teacher,2024-12
S03620,2024-11-12,Teacher to Parent,2024-11
S10957,2024-10-07,Parent to Teacher,2024-10
S10151,2025-02-13,Parent to Teacher,2025-02
S07290,2024-12-06,Parent to Teacher,2024-12
S06885,2024-11-01,Automated Reminder,2024-11
S09018,2024-11-22,Parent to Teacher,2024-11
S04806,2024-10-27,Parent to Teacher,2024-10
S05747,2024-12-27,Automated Reminder,2024-12
S09092,2024-12-06,Automated Reminder,2024-12
S00698,2024-12-12,Parent to Teacher,2024-12
S08644,2025-01-14,Automated Reminder,2025-01
S03776,2024-09-23,Teacher to Parent,2024-09
S03658,2025-03-01,Automated Reminder,2025-03
S11830,2025-02-18,Parent to Teacher,2025-02
S06865,2024-12-18,Parent to Teacher,2024-12
S05538,2025-01-22,Parent to Teacher,2025-01
S04975,2025-01-04,Parent to Teacher,2025-01
S09644,2024-10-31,Automated Reminder,2024-10
S11514,2024-11-25,Parent to Teacher,2024-11
S05067,2025-02-11,Teacher to Parent,2025-02
S08135,2025-02-16,Teacher to Parent,2025-02
S07179,2024-10-27,Parent to Teacher,2024-10
S11352,2025-01-30,Parent to Teacher,2025-01
S07158,2024-11-04,Teacher to Parent,2024-11
S05662,2024-11-14,Teacher to Parent,2024-11
S04548,2025-01-14,Parent to Teacher,2025-01
S06514,2024-12-06,Automated Reminder,2024-12
S01131,2024-11-11,Automated Reminder,2024-11
S06170,2025-02-10,Parent to Teacher,2025-02
S12061,2024-10-30,Teacher to Parent,2024-10
S09136,2024-09-09,Automated Reminder,2024-09
S07068,2025-02-14,Automated Reminder,2025-02
S11811,2024-09-29,Parent to Teacher,2024-09
S10239,2025-01-05,Automated Reminder,2025-01
S04929,2024-10-06,Parent to Teacher,2024-10
S06942,2024-12-26,Parent to Teacher,2024-12
S11783,2025-03-04,Parent to Teacher,2025-03
S08782,2025-02-15,Teacher to Parent,2025-02
S05410,2024-11-10,Parent to Teacher,2024-11
S05020,2025-03-02,Teacher to Parent,2025-03
S00177,2025-02-05,Automated Reminder,2025-02
S03868,2025-02-22,Automated Reminder,2025-02
S06672,2025-02-06,Teacher to Parent,2025-02
S03597,2024-10-16,Automated Reminder,2024-10
S02282,2024-11-16,Automated Reminder,2024-11
S02638,2025-01-18,Parent to Teacher,2025-01
S03889,2024-10-20,Parent to Teacher,2024-10
S03981,2024-10-31,Automated Reminder,2024-10
S01662,2024-09-08,Teacher to Parent,2024-09
S10592,2025-02-09,Parent to Teacher,2025-02
S05937,2024-10-17,Automated Reminder,2024-10
S08280,2024-12-13,Teacher to Parent,2024-12
S11562,2025-02-21,Automated Reminder,2025-02
S01693,2024-10-21,Teacher to Parent,2024-10
S09357,2024-09-15,Parent to Teacher,2024-09
S08624,2025-01-07,Teacher to Parent,2025-01
S05071,2024-10-22,Automated Reminder,2024-10
S11565,2024-12-31,Automated Reminder,2024-12
S10729,2024-09-21,Automated Reminder,2024-09
S11261,2024-10-08,Teacher to Parent,2024-10
S01564,2024-09-22,Teacher to Parent,2024-09
S07661,2024-12-04,Automated Reminder,2024-12
S10373,2025-03-03,Teacher to Parent,2025-03
S11133,2024-12-10,Teacher to Parent,2024-12
S10274,2024-11-16,Teacher to Parent,2024-11
S03104,2024-10-26,Automated Reminder,2024-10
S06849,2024-11-24,Parent to Teacher,2024-11
S00699,2024-12-17,Parent to Teacher,2024-12
S06372,2025-02-12,Parent to Teacher,2025-02
S11913,2024-12-28,Teacher to Parent,2024-12
S05368,2025-01-25,Automated Reminder,2025-01
S00529,2024-10-10,Automated Reminder,2024-10
S04917,2024-11-22,Parent to Teacher,2024-11
S06188,2024-11-14,Teacher to Parent,2024-11
S07688,2024-12-01,Parent to Teacher,2024-12
S00502,2024-10-08,Parent to Teacher,2024-10
S01624,2025-02-08,Parent to Teacher,2025-02
S06842,2024-11-13,Parent to Teacher,2024-11
S09684,2024-09-11,Automated Reminder,2024-09
S10125,2025-02-27,Teacher to Parent,2025-02
S00190,2024-12-18,Automated Reminder,2024-12
S05695,2024-10-20,Parent to Teacher,2024-10
S06462,2024-10-18,Parent to Teacher,2024-10
S10235,2025-01-15,Teacher to Parent,2025-01
S02806,2025-01-26,Teacher to Parent,2025-01
S02569,2025-02-05,Parent to Teacher,2025-02
S08929,2025-02-13,Automated Reminder,2025-02
S12148,2025-01-14,Parent to Teacher,2025-01
S01708,2025-02-11,Parent to Teacher,2025-02
S00110,2024-10-28,Teacher to Parent,2024-10
S04388,2025-02-04,Teacher to Parent,2025-02
S04199,2024-11-14,Parent to Teacher,2024-11
S04569,2024-12-14,Parent to Teacher,2024-12
S12026,2025-01-22,Automated Reminder,2025-01
S10384,2024-11-08,Teacher to Parent,2024-11
S05659,2024-09-21,Automated Reminder,2024-09
S04386,2025-03-06,Automated Reminder,2025-03
S08653,2024-12-04,Automated Reminder,2024-12
S03367,2025-02-13,Parent to Teacher,2025-02
S08880,2024-09-29,Parent to Teacher,2024-09
S05237,2025-01-28,Teacher to Parent,2025-01
S07697,2024-09-26,Teacher to Parent,2024-09
S09815,2024-12-29,Teacher to Parent,2024-12
S04824,2025-01-08,Teacher to Parent,2025-01
S10443,2025-02-05,Automated Reminder,2025-02
S04337,2024-10-26,Automated Reminder,2024-10
S04828,2024-10-12,Teacher to Parent,2024-10
S03465,2024-09-27,Automated Reminder,2024-09
S08404,2025-03-02,Automated Reminder,2025-03
S03565,2024-11-21,Parent to Teacher,2024-11
S06074,2024-09-26,Teacher to Parent,2024-09
S06444,2024-11-16,Teacher to Parent,2024-11
S02106,2025-01-12,Parent to Teacher,2025-01
S01199,2024-11-14,Teacher to Parent,2024-11
S01181,2024-12-23,Teacher to Parent,2024-12
S02019,2025-02-09,Automated Reminder,2025-02
S02692,2024-12-18,Automated Reminder,2024-12
S05810,2025-03-07,Teacher to Parent,2025-03
S06246,2024-11-29,Teacher to Parent,2024-11
S01998,2024-10-01,Parent to Teacher,2024-10
S01576,2024-09-14,Teacher to Parent,2024-09
S06321,2024-11-24,Teacher to Parent,2024-11
S06356,2025-02-18,Teacher to Parent,2025-02
S11544,2025-03-07,Parent to Teacher,2025-03
S06214,2025-01-03,Teacher to Parent,2025-01
S05254,2024-12-31,Parent to Teacher,2024-12
S09959,2024-09-29,Teacher to Parent,2024-09
S05340,2025-02-23,Automated Reminder,2025-02
S08384,2024-09-09,Parent to Teacher,2024-09
S00703,2024-12-08,Automated Reminder,2024-12
S01484,2024-10-26,Automated Reminder,2024-10
S05884,2024-12-04,Automated Reminder,2024-12
S10944,2025-03-04,Automated Reminder,2025-03
S04152,2024-10-27,Parent to Teacher,2024-10
S04293,2024-09-18,Parent to Teacher,2024-09
S01904,2024-09-15,Parent to Teacher,2024-09
S02869,2025-02-10,Parent to Teacher,2025-02
S08417,2025-01-06,Teacher to Parent,2025-01
S11576,2025-02-13,Automated Reminder,2025-02
S05072,2025-01-31,Automated Reminder,2025-01
S03208,2024-09-18,Parent to Teacher,2024-09
S08798,2025-01-08,Teacher to Parent,2025-01
S10174,2024-12-30,Automated Reminder,2024-12
S10583,2025-01-22,Teacher to Parent,2025-01
S06511,2025-02-10,Parent to Teacher,2025-02
S06854,2024-11-21,Parent to Teacher,2024-11
S09404,2025-01-27,Parent to Teacher,2025-01
S03133,2024-11-13,Automated Reminder,2024-11
S12104,2025-01-04,Teacher to Parent,2025-01
S02424,2024-11-26,Automated Reminder,2024-11
S10995,2024-12-13,Teacher to Parent,2024-12
S06324,2025-02-05,Automated Reminder,2025-02
S00002,2025-03-05,Parent to Teacher,2025-03
S07597,2024-09-22,Automated Reminder,2024-09
S03798,2024-10-05,Teacher to Parent,2024-10
S08510,2025-01-30,Parent to Teacher,2025-01
S02559,2024-10-05,Parent to Teacher,2024-10
S11155,2024-12-24,Automated Reminder,2024-12
S00553,2024-11-30,Parent to Teacher,2024-11
S06453,2025-01-28,Automated Reminder,2025-01
S11668,2025-01-10,Parent to Teacher,2025-01
S05634,2024-10-26,Automated Reminder,2024-10
S08008,2025-01-06,Automated Reminder,2025-01
S05718,2024-10-15,Parent to Teacher,2024-10
S03287,2024-10-22,Automated Reminder,2024-10
S03292,2024-10-18,Teacher to Parent,2024-10
S11586,2024-10-05,Parent to Teacher,2024-10
S10492,2025-01-12,Parent to Teacher,2025-01
S04773,2024-09-08,Parent to Teacher,2024-09
S09747,2024-11-26,Teacher to Parent,2024-11
S03244,2024-12-12,Teacher to Parent,2024-12
S01840,2025-01-04,Automated Reminder,2025-01
S03634,2024-12-22,Parent to Teacher,2024-12
S06119,2024-09-21,Teacher to Parent,2024-09
S09284,2025-01-19,Automated Reminder,2025-01
S08817,2024-10-14,Parent to Teacher,2024-10
S05261,2025-02-25,Automated Reminder,2025-02
S02359,2024-09-11,Teacher to Parent,2024-09
S03219,2024-11-07,Automated Reminder,2024-11
S02973,2025-03-08,Automated Reminder,2025-03
S09837,2025-01-08,Parent to Teacher,2025-01
S11289,2025-01-07,Parent to Teacher,2025-01
S02491,2024-10-19,Teacher to Parent,2024-10
S10545,2024-11-01,Teacher to Parent,2024-11
S04890,2024-12-16,Parent to Teacher,2024-12
S00489,2024-10-11,Teacher to Parent,2024-10
S05772,2024-10-24,Teacher to Parent,2024-10
S08963,2025-01-03,Automated Reminder,2025-01
S03853,2024-12-04,Teacher to Parent,2024-12
S12116,2024-09-09,Automated Reminder,2024-09
S03423,2024-12-11,Automated Reminder,2024-12
S09600,2024-12-08,Parent to Teacher,2024-12
S08567,2025-01-15,Parent to Teacher,2025-01
S05672,2024-09-08,Automated Reminder,2024-09
S11790,2024-10-09,Parent to Teacher,2024-10
S11530,2024-12-12,Parent to Teacher,2024-12
S00674,2025-02-26,Automated Reminder,2025-02
S02012,2024-11-06,Parent to Teacher,2024-11
S08475,2025-01-09,Teacher to Parent,2025-01
S00847,2024-12-14,Automated Reminder,2024-12
S09088,2024-11-03,Teacher to Parent,2024-11
S01818,2024-12-14,Automated Reminder,2024-12
S04042,2024-09-19,Automated Reminder,2024-09
S11194,2024-10-21,Automated Reminder,2024-10
S10965,2024-10-28,Teacher to Parent,2024-10
S06168,2024-11-27,Automated Reminder,2024-11
S05420,2024-09-20,Parent to Teacher,2024-09
S02426,2025-01-27,Automated Reminder,2025-01
S11703,2024-11-19,Automated Reminder,2024-11
S00929,2024-12-29,Teacher to Parent,2024-12
S06376,2024-09-22,Automated Reminder,2024-09
S04124,2025-01-27,Parent to Teacher,2025-01
S07169,2025-02-14,Teacher to Parent,2025-02
S04394,2024-10-24,Teacher to Parent,2024-10
S07964,2024-12-10,Parent to Teacher,2024-12
S00763,2025-01-09,Teacher to Parent,2025-01
S08788,2024-09-10,Parent to Teacher,2024-09
S04851,2024-09-19,Automated Reminder,2024-09
S10019,2024-11-15,Parent to Teacher,2024-11
S12142,2025-02-19,Automated Reminder,2025-02
S09952,2024-10-24,Parent to Teacher,2024-10
S06803,2024-12-26,Automated Reminder,2024-12
S01402,2024-12-06,Teacher to Parent,2024-12
S08081,2025-01-21,Parent to Teacher,2025-01
S01184,2024-10-31,Teacher to Parent,2024-10
S10549,2024-11-22,Automated Reminder,2024-11
S00939,2024-10-16,Parent to Teacher,2024-10
S06108,2024-09-23,Automated Reminder,2024-09
S06979,2024-11-14,Parent to Teacher,2024-11
S04067,2024-10-08,Automated Reminder,2024-10
S09745,2024-10-01,Teacher to Parent,2024-10
S11523,2025-01-18,Teacher to Parent,2025-01
S00107,2024-10-30,Automated Reminder,2024-10
S11728,2025-03-03,Parent to Teacher,2025-03
S00834,2025-01-22,Parent to Teacher,2025-01
S02139,2024-11-09,Parent to Teacher,2024-11
S04155,2024-09-09,Teacher to Parent,2024-09
S08307,2025-02-11,Automated Reminder,2025-02
S03578,2024-12-10,Parent to Teacher,2024-12
S00065,2024-12-08,Teacher to Parent,2024-12
S03503,2024-09-21,Parent to Teacher,2024-09
S05101,2024-11-16,Automated Reminder,2024-11
S00243,2024-09-14,Parent to Teacher,2024-09
S10016,2024-12-07,Parent to Teacher,2024-12
S11683,2024-11-14,Automated Reminder,2024-11
S02871,2024-10-31,Automated Reminder,2024-10
S02231,2024-10-06,Teacher to Parent,2024-10
S10676,2024-10-07,Teacher to Parent,2024-10
S02290,2025-03-09,Teacher to Parent,2025-03
S11366,2025-01-12,Automated Reminder,2025-01
S04143,2024-12-05,Automated Reminder,2024-12
S04838,2025-01-08,Automated Reminder,2025-01
S03342,2024-09-10,Teacher to Parent,2024-09
S10340,2024-10-26,Parent to Teacher,2024-10
S04686,2025-03-08,Teacher to Parent,2025-03
S02277,2024-10-05,Automated Reminder,2024-10
S11479,2024-11-20,Parent to Teacher,2024-11
S03012,2024-12-16,Automated Reminder,2024-12
S01752,2024-11-24,Teacher to Parent,2024-11
S12116,2025-01-26,Teacher to Parent,2025-01
S05508,2024-09-24,Parent to Teacher,2024-09
S01844,2024-10-12,Parent to Teacher,2024-10
S06316,2025-01-14,Teacher to Parent,2025-01
S01672,2025-02-20,Teacher to Parent,2025-02
S01188,2024-12-01,Teacher to Parent,2024-12
S08806,2025-02-11,Automated Reminder,2025-02
S03826,2025-01-24,Teacher to Parent,2025-01
S12138,2024-11-12,Parent to Teacher,2024-11
S08403,2024-09-09,Automated Reminder,2024-09
S03807,2024-09-17,Automated Reminder,2024-09
S02090,2024-10-19,Parent to Teacher,2024-10
S00960,2024-12-21,Automated Reminder,2024-12
S01766,2024-10-16,Parent to Teacher,2024-10
S08973,2025-02-17,Teacher to Parent,2025-02
S08178,2025-02-08,Parent to Teacher,2025-02
S11282,2024-12-18,Parent to Teacher,2024-12
S10140,2024-11-10,Parent to Teacher,2024-11
S09873,2024-12-07,Parent to Teacher,2024-12
S10113,2024-10-01,Teacher to Parent,2024-10
S00070,2025-01-13,Teacher to Parent,2025-01
S12047,2024-12-04,Automated Reminder,2024-12
S03319,2024-11-03,Teacher to Parent,2024-11
S06535,2024-11-17,Automated Reminder,2024-11
S12118,2025-03-03,Teacher to Parent,2025-03
S08317,2025-02-27,Parent to Teacher,2025-02
S07853,2024-09-19,Automated Reminder,2024-09
S11221,2024-11-05,Automated Reminder,2024-11
S10673,2025-01-11,Automated Reminder,2025-01
S03852,2025-01-09,Parent to Teacher,2025-01
S04106,2025-01-05,Automated Reminder,2025-01
S00464,2025-01-09,Automated Reminder,2025-01
S05380,2025-02-22,Teacher to Parent,2025-02
S00917,2025-01-25,Parent to Teacher,2025-01
S10018,2024-11-17,Automated Reminder,2024-11
S01641,2024-11-03,Teacher to Parent,2024-11
S00341,2024-09-26,Automated Reminder,2024-09
S06684,2024-11-02,Automated Reminder,2024-11
S04808,2025-01-20,Parent to Teacher,2025-01
S01646,2025-03-05,Parent to Teacher,2025-03
S00747,2024-09-17,Teacher to Parent,2024-09
S07795,2024-11-06,Teacher to Parent,2024-11
S05484,2024-10-13,Parent to Teacher,2024-10
S01955,2025-03-03,Automated Reminder,2025-03
S03903,2024-09-10,Automated Reminder,2024-09
S05173,2025-02-13,Teacher to Parent,2025-02
S11010,2024-11-14,Teacher to Parent,2024-11
S05211,2024-11-15,Automated Reminder,2024-11
S01649,2024-11-23,Automated Reminder,2024-11
S02626,2024-12-25,Parent to Teacher,2024-12
S01837,2025-01-18,Parent to Teacher,2025-01
S01728,2024-12-01,Teacher to Parent,2024-12
S05724,2024-12-02,Teacher to Parent,2024-12
S10982,2025-02-20,Automated Reminder,2025-02
S00001,2024-12-06,Parent to Teacher,2024-12
S11738,2024-10-09,Teacher to Parent,2024-10
S03828,2024-10-18,Automated Reminder,2024-10
S08120,2024-11-17,Teacher to Parent,2024-11
S08486,2024-09-22,Automated Reminder,2024-09
S09568,2025-01-21,Automated Reminder,2025-01
S01881,2024-12-04,Automated Reminder,2024-12
S01664,2024-09-30,Automated Reminder,2024-09
S09576,2025-03-05,Automated Reminder,2025-03
S07893,2025-02-05,Automated Reminder,2025-02
S10429,2024-11-20,Parent to Teacher,2024-11
S04981,2024-09-10,Parent to Teacher,2024-09
S05105,2025-01-21,Automated Reminder,2025-01
S03496,2025-02-26,Teacher to Parent,2025-02
S09025,2024-11-27,Teacher to Parent,2024-11
S08817,2025-01-21,Parent to Teacher,2025-01
S00935,2024-11-27,Teacher to Parent,2024-11
S00949,2024-09-11,Parent to Teacher,2024-09
S05052,2024-09-20,Parent to Teacher,2024-09
S11385,2024-12-30,Parent to Teacher,2024-12
S01443,2024-10-19,Teacher to Parent,2024-10
S10886,2024-12-22,Parent to Teacher,2024-12
S04233,2025-02-12,Automated Reminder,2025-02
S00010,2024-11-05,Automated Reminder,2024-11
S04106,2025-03-05,Teacher to Parent,2025-03
S03023,2024-12-14,Parent to Teacher,2024-12
S04605,2024-09-17,Parent to Teacher,2024-09
S07301,2024-12-19,Parent to Teacher,2024-12
S04605,2024-12-16,Automated Reminder,2024-12
S05757,2024-10-31,Parent to Teacher,2024-10
S08598,2025-02-15,Automated Reminder,2025-02
S08724,2025-03-01,Parent to Teacher,2025-03
S10870,2024-10-08,Teacher to Parent,2024-10
S05460,2024-11-05,Teacher to Parent,2024-11
S04530,2025-03-01,Automated Reminder,2025-03
S02440,2025-01-16,Parent to Teacher,2025-01
S07709,2024-09-18,Teacher to Parent,2024-09
S05838,2025-01-17,Automated Reminder,2025-01
S02092,2024-11-01,Parent to Teacher,2024-11
S09396,2025-01-07,Automated Reminder,2025-01
S08222,2024-10-08,Parent to Teacher,2024-10
S00936,2024-12-26,Parent to Teacher,2024-12
S05566,2024-11-13,Parent to Teacher,2024-11
S04717,2025-02-28,Teacher to Parent,2025-02
S02568,2024-10-29,Parent to Teacher,2024-10
S05030,2024-11-20,Parent to Teacher,2024-11
S03572,2024-09-21,Parent to Teacher,2024-09
S07132,2024-12-25,Parent to Teacher,2024-12
S11154,2025-03-08,Automated Reminder,2025-03
S08919,2025-02-04,Parent to Teacher,2025-02
S06471,2025-03-02,Teacher to Parent,2025-03
S09438,2024-11-26,Teacher to Parent,2024-11
S00895,2024-10-16,Parent to Teacher,2024-10
S12000,2025-02-21,Parent to Teacher,2025-02
S09356,2025-01-03,Parent to Teacher,2025-01
S04125,2024-10-08,Teacher to Parent,2024-10
S04617,2025-01-16,Teacher to Parent,2025-01
S06654,2024-12-18,Automated Reminder,2024-12
S04775,2024-10-09,Teacher to Parent,2024-10
S03802,2025-02-01,Parent to Teacher,2025-02
S11007,2024-12-13,Parent to Teacher,2024-12
S07543,2024-12-19,Teacher to Parent,2024-12
S04061,2025-02-26,Parent to Teacher,2025-02
S05003,2024-11-16,Teacher to Parent,2024-11
S01917,2024-10-04,Automated Reminder,2024-10
S06749,2025-02-18,Parent to Teacher,2025-02
S10164,2024-09-08,Teacher to Parent,2024-09
S11417,2025-02-06,Automated Reminder,2025-02
S03474,2024-11-08,Automated Reminder,2024-11
S06569,2024-12-21,Teacher to Parent,2024-12
S09031,2024-12-11,Teacher to Parent,2024-12
S09893,2024-10-30,Teacher to Parent,2024-10
S01826,2024-12-07,Parent to Teacher,2024-12
S10753,2024-11-28,Parent to Teacher,2024-11
S09486,2024-10-05,Parent to Teacher,2024-10
S06591,2025-01-23,Teacher to Parent,2025-01
S08634,2024-12-02,Teacher to Parent,2024-12
S09403,2024-10-28,Teacher to Parent,2024-10
S00799,2024-09-08,Automated Reminder,2024-09
S11603,2025-01-19,Teacher to Parent,2025-01
S00551,2025-01-20,Automated Reminder,2025-01
S04048,2024-11-22,Automated Reminder,2024-11
S10752,2024-09-25,Parent to Teacher,2024-09
S09879,2024-09-15,Parent to Teacher,2024-09
S05643,2024-11-08,Automated Reminder,2024-11
S00994,2024-12-26,Teacher to Parent,2024-12
S04453,2024-10-12,Parent to Teacher,2024-10
S07970,2024-09-21,Parent to Teacher,2024-09
S02328,2024-10-13,Teacher to Parent,2024-10
S11772,2024-10-26,Teacher to Parent,2024-10
S03584,2024-12-24,Teacher to Parent,2024-12
S07355,2024-09-18,Automated Reminder,2024-09
S00765,2025-02-11,Automated Reminder,2025-02
S00546,2025-02-07,Teacher to Parent,2025-02
S11107,2024-09-16,Parent to Teacher,2024-09
S00543,2024-12-03,Parent to Teacher,2024-12
S08755,2024-12-04,Automated Reminder,2024-12
S06788,2025-01-11,Parent to Teacher,2025-01
S02564,2024-11-08,Teacher to Parent,2024-11
S11909,2024-11-05,Teacher to Parent,2024-11
S10733,2024-11-09,Automated Reminder,2024-11
S07213,2024-10-17,Automated Reminder,2024-10
S09759,2024-12-15,Parent to Teacher,2024-12
S03368,2025-01-10,Teacher to Parent,2025-01
S02559,2024-12-30,Automated Reminder,2024-12
S09124,2025-02-04,Automated Reminder,2025-02
S11636,2025-01-22,Automated Reminder,2025-01
S11412,2024-09-18,Teacher to Parent,2024-09
