Student_ID,Subject,Exam_Score,Homework_Completion_%
S05298,Arabic,83,95.0
S06655,Geography,61,100.0
S06667,Math,84,95.0
S06342,Math,69,95.0
S10020,English,80,90.0
S00626,Science,73,90.0
S08181,Science,96,90.0
S03609,Math,51,95.0
S03686,Math,48,80.0
S03528,Arabic,60,90.0
S09646,English,87,100.0
S04247,Math,88,90.0
S07554,History,56,95.0
S01230,History,59,80.0
S09046,Science,57,95.0
S03842,English,44,100.0
S10828,Math,73,95.0
S08734,Arabic,58,95.0
S03708,Arabic,53,95.0
S07543,Science,53,80.0
S02906,English,86,90.0
S00471,Science,41,95.0
S00534,Geography,100,90.0
S08785,Geography,66,80.0
S02245,Math,82,100.0
S02403,History,58,90.0
S09028,Arabic,45,100.0
S04904,English,68,95.0
S11156,Science,83,100.0
S01895,Science,107,100.0
S10440,History,108,95.0
S03448,English,80,90.0
S04837,Arabic,106,80.0
S05143,Geography,75,90.0
S03074,History,71,90.0
S10447,History,76,95.0
S01779,English,61,95.0
S02779,Science,58,95.0
S07257,Science,68,100.0
S09517,History,43,90.0
S05369,Science,46,95.0
S08885,Science,68,90.0
S06808,History,41,80.0
S11108,Science,62,80.0
S04287,English,79,100.0
S00463,History,62,95.0
S03907,Science,61,80.0
S12117,English,83,100.0
S02247,Arabic,109,95.0
S02475,Arabic,74,95.0
S00222,English,49,90.0
S10760,Geography,82,80.0
S00163,Math,92,80.0
S01127,Science,99,95.0
S00749,Math,86,90.0
S06635,History,88,95.0
S10938,Geography,80,90.0
S02769,Math,61,95.0
S00701,Arabic,41,95.0
S11448,History,78,80.0
S01448,Math,72,100.0
S03732,Math,57,95.0
S09115,History,95,95.0
S03857,Arabic,108,90.0
S09840,Geography,103,90.0
S09662,Arabic,49,95.0
S06168,Math,110,80.0
S01559,Math,65,95.0
S11319,Science,49,95.0
S07785,Arabic,52,95.0
S05470,Science,81,95.0
S00642,Science,63,100.0
S00416,Arabic,91,95.0
S02941,Geography,62,80.0
S06937,English,93,100.0
S09351,Arabic,40,90.0
S03825,History,50,80.0
S06423,Geography,47,80.0
S07184,Geography,70,95.0
S11522,Math,108,95.0
S05110,Math,48,100.0
S08812,Math,109,100.0
S06842,Arabic,74,95.0
S04836,Geography,83,100.0
S08111,English,94,90.0
S00760,Arabic,86,100.0
S08798,English,86,90.0
S05332,Geography,59,95.0
S05662,Science,106,95.0
S01626,Arabic,55,95.0
S09964,Arabic,77,95.0
S02091,English,64,95.0
S01905,Science,81,80.0
S09587,History,100,80.0
S05607,Geography,83,95.0
S00543,Geography,70,90.0
S07229,English,100,90.0
S03324,Arabic,102,90.0
S00772,Geography,54,90.0
S05932,Arabic,41,80.0
S04845,Geography,41,100.0
S10486,Arabic,107,95.0
S01689,Math,66,95.0
S02166,Science,41,90.0
S02078,Math,50,90.0
S11099,Math,74,80.0
S07154,Arabic,64,90.0
S06222,Arabic,101,100.0
S10887,English,54,95.0
S04322,History,55,95.0
S07269,Geography,97,80.0
S10537,History,84,95.0
S02699,Math,51,100.0
S07465,Science,88,95.0
S06519,Science,41,95.0
S00022,Geography,50,90.0
S05004,Geography,78,80.0
S06094,Science,48,100.0
S05273,Geography,76,95.0
S06791,History,93,80.0
S08742,Science,81,95.0
S03631,History,52,100.0
S08286,Math,93,80.0
S04840,History,93,100.0
S06098,Arabic,64,100.0
S04220,Math,43,100.0
S03197,Arabic,58,90.0
S04070,Arabic,60,80.0
S10610,Arabic,110,95.0
S11265,English,65,95.0
S05141,Arabic,54,95.0
S02876,Science,85,80.0
S00205,English,83,80.0
S04898,History,100,80.0
S00061,Geography,79,100.0
S11613,Science,43,95.0
S02913,History,58,90.0
S11741,Science,60,95.0
S06531,English,41,90.0
S00897,English,71,95.0
S08471,History,90,80.0
S10856,Geography,105,80.0
S02817,English,53,100.0
S02857,Geography,69,80.0
S00539,English,55,95.0
S08504,Arabic,57,80.0
S00978,History,60,95.0
S03249,Science,77,90.0
S09285,English,80,100.0
S05371,English,108,90.0
S02468,Arabic,62,95.0
S09062,History,61,100.0
S01894,Arabic,56,100.0
S06902,English,50,100.0
S08227,Geography,72,95.0
S09077,English,75,80.0
S11773,Science,62,80.0
S00876,Math,73,90.0
S00154,Geography,40,95.0
S06110,Science,67,95.0
S03313,Science,66,80.0
S03052,Arabic,61,90.0
S10941,Arabic,105,80.0
S09419,English,69,100.0
S11627,Science,62,95.0
S10670,Math,45,100.0
S09042,English,46,100.0
S10487,Math,64,100.0
S12084,Science,51,100.0
S00311,Arabic,104,95.0
S01632,Math,82,100.0
S00515,Geography,60,95.0
S10619,Math,93,95.0
S11846,Arabic,66,80.0
S01523,Arabic,66,80.0
S07482,Arabic,79,80.0
S04024,English,55,95.0
S07296,Geography,60,95.0
S02209,History,68,90.0
S03836,English,109,80.0
S03440,Arabic,91,95.0
S01571,History,75,95.0
S07455,Arabic,99,95.0
S10373,Math,64,100.0
S05703,English,105,100.0
S02705,Science,57,95.0
S09783,Science,63,100.0
S01497,Math,44,95.0
S10731,English,98,80.0
S06183,Arabic,82,100.0
S02482,Science,94,80.0
S08137,History,67,90.0
S02925,Math,97,100.0
S00770,Science,48,80.0
S02173,Science,110,90.0
S00408,Geography,79,90.0
S10292,Science,56,95.0
S05069,Math,84,95.0
S06587,Geography,48,90.0
S10092,Science,63,100.0
S07282,Science,78,95.0
S11704,Science,40,80.0
S08147,Geography,65,90.0
S00905,History,101,100.0
S12101,Math,74,80.0
S04801,Science,92,95.0
S01263,Geography,54,80.0
S07384,Arabic,73,95.0
S10878,Science,92,90.0
S08766,Math,48,90.0
S09587,Math,79,80.0
S06600,Geography,82,95.0
S06401,History,54,100.0
S09610,Science,75,90.0
S04129,Science,48,100.0
S06058,English,87,95.0
S09001,History,64,80.0
S04763,Science,45,95.0
S11089,History,89,95.0
S03373,History,104,80.0
S00476,Arabic,43,95.0
S01379,Math,63,95.0
S03980,Arabic,52,95.0
S00445,English,108,90.0
S03596,English,52,90.0
S03444,English,55,90.0
S00848,Math,88,100.0
S10576,Arabic,105,100.0
S00896,Geography,73,95.0
S09097,Arabic,99,100.0
S07158,Geography,69,95.0
S05328,Arabic,53,95.0
S08667,Geography,72,80.0
S11166,Science,62,80.0
S04926,Science,108,95.0
S03899,English,110,80.0
S11571,Geography,53,95.0
S10766,Science,85,100.0
S05190,Arabic,96,80.0
S09546,History,63,95.0
S10289,History,69,80.0
S05236,English,84,95.0
S02045,Arabic,110,95.0
S05949,English,89,90.0
S00120,Arabic,45,80.0
S07728,English,43,90.0
S11651,Geography,45,95.0
S07782,English,107,80.0
S09531,History,79,95.0
S03594,Geography,50,80.0
S07529,History,99,100.0
S06095,Arabic,83,80.0
S09990,History,105,90.0
S04486,English,50,90.0
S03828,English,79,100.0
S00611,Science,82,100.0
S10991,Math,65,100.0
S06606,English,44,90.0
S05078,English,47,90.0
S01296,Math,64,100.0
S06451,Geography,81,100.0
S01284,Math,78,100.0
S09068,English,56,90.0
S05886,Math,59,95.0
S03581,Geography,79,95.0
S02821,Geography,75,100.0
S02836,History,101,95.0
S06699,Arabic,99,95.0
S05012,Geography,87,95.0
S00993,English,86,80.0
S00569,Geography,70,90.0
S08114,Geography,48,80.0
S05774,History,71,100.0
S01126,Geography,99,80.0
S06703,English,88,100.0
S09757,English,62,80.0
S04121,Geography,78,100.0
S07124,Science,49,100.0
S00555,Arabic,77,100.0
S02460,Geography,64,100.0
S02687,English,102,95.0
S11888,Geography,43,95.0
S00269,Geography,65,100.0
S02845,Math,76,95.0
S01828,Math,102,90.0
S00526,English,47,90.0
S03760,History,76,80.0
S03285,Science,79,100.0
S05299,Science,84,95.0
S01047,Arabic,50,95.0
S00558,Arabic,69,95.0
S01676,English,53,95.0
S09894,Science,76,95.0
S04323,Science,69,100.0
S08059,Arabic,108,90.0
S12105,History,50,80.0
S04135,English,48,80.0
S01857,Geography,107,100.0
S05790,Arabic,79,100.0
S07138,Geography,59,95.0
S09372,History,40,80.0
S07656,Math,89,80.0
S08123,English,56,80.0
S11394,Science,103,100.0
S09236,History,92,80.0
S09008,History,95,90.0
S02819,Math,73,90.0
S02081,Math,82,80.0
S04025,Geography,104,95.0
S10612,Science,78,95.0
S00967,Math,86,95.0
S11345,Arabic,54,100.0
S10616,English,62,90.0
S06951,Math,75,80.0
S06178,English,51,95.0
S09772,Math,78,100.0
S01716,Arabic,48,80.0
S05249,Geography,70,90.0
S08631,Science,93,95.0
S09572,Geography,97,100.0
S03190,English,99,100.0
S00597,English,69,95.0
S07830,Science,40,80.0
S01261,Arabic,96,80.0
S10865,Geography,84,95.0
S05026,Arabic,104,100.0
S07281,History,67,100.0
S04252,History,82,80.0
S03975,Science,101,100.0
S00184,Science,66,100.0
S03936,English,107,90.0
S01520,History,46,100.0
S03826,Arabic,63,90.0
S02742,English,51,95.0
S04425,Science,59,95.0
S05483,English,93,100.0
S11909,History,110,95.0
S02955,Arabic,43,90.0
S00422,Geography,56,100.0
S11128,Math,102,90.0
S00762,Math,99,100.0
S07768,Arabic,74,80.0
S11898,Science,96,95.0
S10497,Science,108,90.0
S02638,Arabic,78,95.0
S04015,Science,59,90.0
S10086,Arabic,69,80.0
S10793,History,78,80.0
S11813,English,96,100.0
S03095,History,58,95.0
S06347,Geography,49,95.0
S06739,Geography,63,90.0
S06812,History,85,100.0
S03140,Arabic,53,95.0
S11176,Science,65,80.0
S06966,Math,62,80.0
S09094,History,93,95.0
S04045,Science,104,80.0
S04596,English,85,90.0
S02038,Arabic,92,90.0
S09962,Arabic,90,90.0
S05459,Arabic,49,80.0
S07519,Math,84,95.0
S05658,Arabic,84,80.0
S09280,Arabic,75,95.0
S10348,History,82,95.0
S05112,History,60,90.0
S06342,Math,97,90.0
S00240,Math,71,80.0
S02710,Math,102,90.0
S04157,English,71,90.0
S04282,Science,40,100.0
S09060,Arabic,80,90.0
S10815,Arabic,88,95.0
S10696,History,90,100.0
S00157,English,78,100.0
S07495,Arabic,109,80.0
S04850,History,106,100.0
S06401,English,57,95.0
S05999,Geography,66,90.0
S02069,English,105,95.0
S04277,Geography,55,80.0
S11972,English,84,95.0
S07148,Science,68,100.0
S10998,English,100,80.0
S02807,Geography,64,100.0
S06726,Math,98,95.0
S09575,Arabic,100,90.0
S10576,Science,68,95.0
S01680,Geography,46,95.0
S12044,History,54,95.0
S06315,History,63,95.0
S01982,Geography,73,95.0
S11173,English,70,90.0
S01088,History,58,90.0
S07375,Science,68,95.0
S00209,Geography,43,80.0
S05067,English,68,80.0
S10045,Geography,99,80.0
S06748,Science,50,100.0
S10565,Math,59,95.0
S06148,Math,109,95.0
S06045,Math,77,100.0
S09134,Geography,53,80.0
S05173,Geography,82,90.0
S06103,English,74,100.0
S02391,Arabic,96,100.0
S10779,Arabic,58,95.0
S09418,English,69,100.0
S02993,Geography,96,80.0
S08646,Math,80,95.0
S01202,Arabic,103,80.0
S05014,Science,51,90.0
S00253,History,85,80.0
S08381,English,44,90.0
S11910,Science,74,100.0
S02315,History,61,100.0
S01777,Arabic,66,80.0
S03182,Geography,102,95.0
S06323,English,88,95.0
S11190,Arabic,45,95.0
S04097,English,64,80.0
S07790,English,95,80.0
S09771,Math,107,100.0
S00255,Science,40,100.0
S11853,History,58,95.0
S12116,Math,77,95.0
S03005,English,41,80.0
S05534,Math,86,90.0
S10507,History,86,90.0
S08358,English,81,90.0
S00808,History,60,90.0
S06559,Math,49,90.0
S10042,Math,92,95.0
S08252,English,40,90.0
S00938,Science,98,95.0
S03951,Science,108,90.0
S02977,History,47,95.0
S12003,Science,51,80.0
S02823,Science,59,100.0
S09065,English,66,100.0
S08224,Math,77,90.0
S10152,Math,108,95.0
S02050,Science,108,80.0
S04339,Math,106,80.0
S02706,Geography,102,95.0
S10111,Arabic,44,95.0
S00407,Geography,56,80.0
S01710,Arabic,84,95.0
S03454,English,57,100.0
S09402,English,88,80.0
S05101,Science,75,100.0
S05959,English,102,80.0
S00408,Science,55,95.0
S01540,Arabic,78,100.0
S02014,Arabic,65,80.0
S08161,Arabic,66,95.0
S08079,English,75,80.0
S01319,Arabic,70,100.0
S01197,Science,84,100.0
S07196,Arabic,93,100.0
S11599,Geography,67,80.0
S07834,Science,54,100.0
S11876,Geography,96,80.0
S08956,Science,89,95.0
S04523,Math,72,100.0
S06738,Geography,41,95.0
S00393,Science,47,80.0
S02819,History,64,100.0
S07661,Math,54,100.0
S06532,Arabic,102,95.0
S08360,Science,87,80.0
S04315,Arabic,40,95.0
S05216,English,90,80.0
S10259,English,78,90.0
S03807,Science,41,95.0
S10171,Math,63,100.0
S05264,Arabic,95,100.0
S02404,Math,106,95.0
S08623,English,107,90.0
S08714,Geography,91,90.0
S11999,Math,64,100.0
S07852,Science,59,90.0
S02406,History,92,95.0
S03362,History,104,90.0
S01051,English,73,95.0
S02695,Math,94,95.0
S01861,Arabic,42,90.0
S02928,Science,49,95.0
S10020,Arabic,95,95.0
S06576,History,47,95.0
S00517,Geography,78,90.0
S07835,Math,94,95.0
S04751,English,110,95.0
S09890,Geography,50,95.0
S07188,Arabic,86,100.0
S02394,Science,75,90.0
S11797,Math,78,95.0
S09578,English,52,95.0
S07673,Geography,96,95.0
S05208,Math,58,100.0
S03014,English,104,80.0
S01907,Math,65,95.0
S03711,Arabic,104,100.0
S09025,English,71,80.0
S11791,Geography,53,95.0
S09121,English,99,90.0
S11043,Arabic,96,100.0
S02702,Geography,63,80.0
S11524,History,108,95.0
S03111,Science,45,90.0
S00801,Math,92,80.0
S05247,Geography,101,100.0
S07870,Science,89,100.0
S05084,History,75,95.0
S03308,English,68,100.0
S10109,Math,77,100.0
S09647,Science,62,95.0
S11699,Arabic,76,90.0
S03263,Science,99,95.0
S07373,Arabic,40,100.0
S11065,Arabic,88,80.0
S11603,English,52,95.0
S04565,Geography,96,90.0
S05923,Science,104,90.0
S03497,Geography,59,95.0
S00505,Science,60,80.0
S10767,History,56,90.0
S03115,History,89,100.0
S04161,History,57,90.0
S11655,History,108,95.0
S00248,Geography,81,95.0
S05466,Math,56,95.0
S05055,English,53,80.0
S09519,English,56,90.0
S07804,Geography,54,90.0
S04602,Geography,92,80.0
S08689,Geography,86,100.0
S03554,Science,71,95.0
S05224,Math,43,80.0
S08850,Math,94,80.0
S10722,Math,66,80.0
S07568,English,48,90.0
S11143,Geography,40,95.0
S01447,Math,71,90.0
S00357,Geography,82,80.0
S08363,Math,54,90.0
S06140,Science,74,80.0
S06744,Arabic,108,100.0
S04634,Science,104,100.0
S06099,Science,64,100.0
S05892,Arabic,88,90.0
S00037,Arabic,92,95.0
S12091,Math,95,90.0
S11490,Math,88,95.0
S07138,History,62,95.0
S04074,Math,56,95.0
S01295,English,76,80.0
S08540,English,85,90.0
S10015,History,51,95.0
S06459,Arabic,94,80.0
S11982,Arabic,51,80.0
S07620,History,59,95.0
S08325,English,73,90.0
S01012,History,83,95.0
S07131,Arabic,91,80.0
S03441,Math,76,95.0
S05650,Science,60,100.0
S02612,Math,100,90.0
S01394,Science,68,95.0
S06570,History,91,100.0
S01967,History,44,95.0
S07379,Math,102,90.0
S00147,Arabic,54,80.0
S06036,English,110,80.0
S11399,History,83,100.0
S10069,History,65,95.0
S00608,History,103,95.0
S10706,Geography,55,90.0
S07407,Math,41,80.0
S10391,History,106,95.0
S00886,Science,48,100.0
S01500,Geography,74,95.0
S11773,English,110,90.0
S08154,Arabic,79,80.0
S05499,Science,74,95.0
S00567,Geography,102,95.0
S02700,Math,69,95.0
S03817,Math,79,95.0
S01857,English,82,90.0
S06299,Geography,104,100.0
S04662,Arabic,92,95.0
S10004,Arabic,72,90.0
S09309,History,92,100.0
S04437,Science,98,95.0
S09053,History,65,80.0
S03672,Science,79,95.0
S00375,Science,53,80.0
S03020,Math,109,95.0
S08923,English,45,95.0
S10270,Math,42,100.0
S02904,History,48,100.0
S01572,History,109,90.0
S07983,Arabic,94,100.0
S11190,English,41,90.0
S08031,Geography,49,90.0
S06049,English,99,100.0
S09174,English,90,95.0
S07671,English,106,90.0
S02103,Geography,52,95.0
S04947,History,103,95.0
S01388,Arabic,54,95.0
S04743,Math,58,95.0
S10972,Geography,69,95.0
S11498,Geography,59,95.0
S03146,English,66,90.0
S03277,Geography,98,95.0
S10689,Arabic,108,100.0
S01195,Arabic,91,95.0
S04856,History,41,90.0
S10699,Math,90,90.0
S05066,History,40,95.0
S04830,Math,55,100.0
S05564,Science,51,90.0
S11726,Arabic,106,100.0
S11848,Arabic,95,95.0
S03833,Math,106,95.0
S04207,English,61,100.0
S03694,English,55,100.0
S11607,Geography,99,90.0
S07593,Science,109,95.0
S01986,Geography,86,95.0
S04719,Science,105,100.0
S03138,English,99,90.0
S01832,Science,66,100.0
S02461,Math,96,95.0
S04810,Arabic,104,90.0
S11237,Arabic,102,95.0
S04933,Math,87,80.0
S10901,Geography,104,80.0
S03686,Geography,64,100.0
S05569,Arabic,94,95.0
S11806,Arabic,48,100.0
S03425,Science,57,95.0
S05963,English,53,90.0
S02518,History,103,95.0
S06749,Geography,87,90.0
S03289,Math,47,95.0
S01185,Geography,96,95.0
S06024,English,96,90.0
S07180,Geography,41,100.0
S00225,Geography,80,95.0
S01697,History,103,95.0
S00271,English,66,90.0
S03708,Science,44,95.0
S07730,Arabic,93,80.0
S00629,History,40,80.0
S08705,Math,46,90.0
S05464,Science,56,95.0
S03342,Math,60,95.0
S05887,Arabic,93,100.0
S07469,Science,103,100.0
S10193,Arabic,61,95.0
S09792,English,98,90.0
S07175,History,51,100.0
S00351,History,68,100.0
S09417,Science,89,100.0
S03097,English,53,90.0
S09713,Geography,73,90.0
S07613,Arabic,72,95.0
S11605,Math,60,90.0
S04657,English,99,80.0
S02073,English,105,100.0
S10888,Science,97,95.0
S06792,English,95,90.0
S01366,Arabic,60,80.0
S00408,Geography,107,100.0
S03692,Geography,98,95.0
S09147,English,50,95.0
S02013,Math,100,95.0
S08705,Science,42,95.0
S07124,Geography,77,90.0
S08452,Geography,93,95.0
S01413,English,93,95.0
S03240,Science,67,90.0
S09496,Science,75,95.0
S09262,Math,59,95.0
S11394,History,90,95.0
S11913,English,85,90.0
S05699,English,52,100.0
S07229,Science,49,95.0
S06672,Math,56,90.0
S01650,English,99,100.0
S12097,Science,74,95.0
S10561,Math,71,90.0
S02305,Arabic,72,95.0
S08554,Math,85,95.0
S06311,History,92,90.0
S08802,Math,40,95.0
S09523,Science,64,90.0
S06498,English,89,100.0
S06962,Math,67,100.0
S11219,Science,68,90.0
S06251,Arabic,99,100.0
S08804,Science,76,100.0
S11436,English,90,90.0
S02074,Geography,64,80.0
S03368,Geography,56,95.0
S03037,English,67,80.0
S07223,Science,75,90.0
S09711,English,106,95.0
S05812,Geography,54,90.0
S05922,English,82,80.0
S09108,Arabic,86,95.0
S02721,Arabic,44,80.0
S09947,Science,89,95.0
S00484,Math,93,100.0
S11297,English,53,90.0
S10412,Science,70,95.0
S10757,English,97,95.0
S07035,Geography,77,100.0
S11164,Geography,84,95.0
S11786,Arabic,48,95.0
S00305,English,108,80.0
S01076,History,76,90.0
S00308,Arabic,82,80.0
S07417,Geography,69,80.0
S03584,History,61,95.0
S11210,History,43,100.0
S00448,Arabic,43,95.0
S11771,History,72,95.0
S05305,Science,77,90.0
S08777,English,61,90.0
S11502,English,54,100.0
S09922,English,43,80.0
S07100,History,88,100.0
S04423,History,90,95.0
S05106,Geography,103,90.0
S02240,Math,46,90.0
S07965,Arabic,71,95.0
S03505,English,72,90.0
S08685,Geography,94,100.0
S12044,Geography,65,90.0
S09636,Arabic,61,80.0
S03152,Arabic,108,95.0
S03296,Science,80,95.0
S10999,Math,93,90.0
S12119,Arabic,73,100.0
S11202,English,70,90.0
S01247,Geography,50,95.0
S10960,History,91,90.0
S03435,English,71,100.0
S08709,English,45,95.0
S01535,English,42,90.0
S05674,Geography,48,90.0
S00960,Geography,82,100.0
S03386,Math,64,80.0
S04033,Science,65,95.0
S02529,English,96,80.0
S02466,Science,95,100.0
S03180,English,45,95.0
S06648,Science,88,100.0
S02587,Geography,105,100.0
S00733,Science,42,80.0
S00918,English,77,90.0
S02765,Math,67,95.0
S03860,Geography,109,80.0
S04335,Arabic,50,95.0
S02513,Science,104,100.0
S03012,English,87,80.0
S11781,Science,40,80.0
S07084,Arabic,91,80.0
S11719,English,72,80.0
S11466,Arabic,75,95.0
S03199,History,91,95.0
S09000,Arabic,80,95.0
S02291,Science,91,80.0
S04751,Arabic,51,90.0
S07397,Science,59,90.0
S04962,English,93,90.0
S00812,Science,109,100.0
S01003,History,110,95.0
S06278,Geography,106,80.0
S06885,Arabic,101,80.0
S03188,Math,99,90.0
S03666,History,69,80.0
S01340,Arabic,98,100.0
S02881,Arabic,103,100.0
S05860,Science,66,95.0
S09779,Math,67,100.0
S11730,Geography,63,80.0
S05196,Science,103,90.0
S11574,Science,71,95.0
S11132,Math,103,80.0
S08845,Math,109,90.0
S02735,History,85,80.0
S06133,Geography,79,95.0
S08790,Math,42,90.0
S09018,English,99,80.0
S10790,English,93,80.0
S10080,Arabic,41,95.0
S04196,Science,107,90.0
S01282,Science,74,95.0
S02238,Math,45,90.0
S09503,Geography,64,95.0
S00082,Geography,101,80.0
S00847,Geography,101,80.0
S04313,Geography,88,100.0
S00992,English,78,90.0
S01808,History,99,90.0
S00282,History,81,100.0
S10567,Geography,66,95.0
S00815,Geography,88,95.0
S11836,Arabic,52,100.0
S08015,Geography,81,80.0
S07436,English,93,90.0
S04528,Math,51,95.0
S01228,History,90,100.0
S05084,History,92,100.0
S09451,Arabic,90,80.0
S04302,Math,76,95.0
S01256,English,58,90.0
S03690,History,65,95.0
S03628,English,93,90.0
S12027,Arabic,70,80.0
S10488,English,106,95.0
S06987,Math,44,100.0
S07540,Math,76,100.0
S00870,Arabic,72,95.0
S01033,English,110,90.0
S06019,History,65,80.0
S08436,Arabic,96,95.0
S07284,Arabic,44,100.0
S10015,English,43,100.0
S09518,Science,92,90.0
S04741,History,70,100.0
S06602,History,65,90.0
S07489,History,91,80.0
S08284,Arabic,71,100.0
S05984,Science,109,80.0
S00895,Science,82,90.0
S01844,Science,58,90.0
S04642,Math,54,90.0
S11185,Arabic,65,95.0
S01653,Math,64,90.0
S02183,History,85,100.0
S06396,Math,108,95.0
S08161,Science,109,100.0
S05303,Arabic,86,95.0
S07667,Math,72,90.0
S09835,History,105,95.0
S02211,Arabic,79,100.0
S10643,Geography,56,95.0
S10929,Arabic,43,100.0
S07741,Geography,68,95.0
S01122,English,101,80.0
S06275,Geography,110,95.0
S09684,History,60,95.0
S10665,Math,110,95.0
S02245,Math,71,90.0
S09156,History,44,80.0
S11366,English,75,90.0
S03204,Science,53,100.0
S05968,English,92,100.0
S04974,History,46,95.0
S04915,History,110,95.0
S09606,Math,41,95.0
S09164,Science,77,90.0
S05828,History,104,90.0
S09161,Science,70,100.0
S04261,English,50,80.0
S01029,Geography,73,90.0
S03752,Math,83,95.0
S05431,English,40,90.0
S00657,Geography,100,80.0
S11433,Math,108,100.0
S08817,Arabic,52,90.0
S03539,English,88,100.0
S09641,Geography,103,90.0
S09761,Science,79,95.0
S02160,Geography,98,100.0
S03118,English,87,100.0
S03947,Geography,85,100.0
S00364,History,45,95.0
S00276,English,101,95.0
S01873,English,82,90.0
S11967,Math,73,90.0
S02225,History,110,100.0
S04845,English,84,80.0
S04847,Arabic,77,100.0
S06569,Arabic,108,90.0
S08650,Math,76,100.0
S05859,Math,102,80.0
S08816,History,94,90.0
S02769,Math,88,100.0
S04866,English,78,90.0
S06029,History,62,90.0
S09987,Math,95,80.0
S08764,Geography,77,90.0
S04146,History,78,95.0
S05565,Arabic,100,80.0
S02227,English,73,90.0
S01972,Geography,44,80.0
S09959,History,89,80.0
S08963,Math,46,90.0
S01733,English,86,100.0
S10499,Arabic,106,100.0
S06836,Geography,109,95.0
S05706,Math,49,90.0
S02800,Geography,101,100.0
S06445,History,85,95.0
S00233,Math,46,90.0
S08300,English,48,90.0
S05936,Geography,83,95.0
S06119,Science,96,90.0
S03596,History,108,80.0
S02920,Science,48,95.0
S09496,History,57,80.0
S00545,English,91,80.0
S01607,Science,76,100.0
S00063,History,58,95.0
S09097,Science,56,90.0
S10665,Science,44,95.0
S01889,Arabic,81,95.0
S06175,Arabic,61,95.0
S03597,History,90,95.0
S09176,Geography,98,95.0
S04252,Geography,84,100.0
S01988,History,89,100.0
S04744,Math,66,80.0
S05430,History,88,95.0
S09475,Science,99,95.0
S04342,English,48,100.0
S04974,History,99,80.0
S03874,Math,102,95.0
S09111,History,61,90.0
S07277,History,61,100.0
S10195,Geography,48,95.0
S05401,Science,99,100.0
S02830,Arabic,70,90.0
S05949,History,61,80.0
S01626,English,87,90.0
S01505,Math,65,90.0
S07554,Science,47,100.0
S01501,Arabic,100,80.0
S05982,History,109,95.0
S07080,Geography,79,100.0
S10025,Arabic,107,100.0
S04954,Science,72,90.0
S04466,History,103,100.0
S04866,English,40,90.0
S04489,Math,40,90.0
S09395,Geography,64,90.0
S11916,Geography,59,80.0
S07332,History,93,95.0
S10011,Arabic,70,95.0
S02155,English,90,90.0
S00071,Arabic,91,100.0
S06986,English,75,90.0
S08240,Math,79,95.0
S00023,Science,82,95.0
S04140,History,55,80.0
S09003,Geography,100,90.0
S05753,Science,55,90.0
S05091,Math,54,90.0
S10319,English,47,90.0
S07357,English,48,90.0
S04509,Math,47,80.0
S08455,Arabic,109,100.0
S11037,Science,62,100.0
S12030,History,105,90.0
S09209,History,45,95.0
S08363,Arabic,44,100.0
S10203,Math,50,100.0
S09392,Geography,105,95.0
S00292,Geography,75,95.0
S01975,Math,48,95.0
S11761,Arabic,98,80.0
S06867,English,90,95.0
S08822,English,102,95.0
S00656,Geography,99,95.0
S09828,English,62,100.0
S06241,Arabic,67,95.0
S02540,History,49,95.0
S00598,Arabic,85,90.0
S11393,Arabic,99,95.0
S11637,Math,59,90.0
S07618,English,41,80.0
S00809,Geography,53,95.0
S07234,Arabic,100,80.0
S08934,Arabic,84,80.0
S11038,Arabic,41,80.0
S02296,Geography,75,95.0
S06591,Math,95,95.0
S06007,History,82,95.0
S08389,History,106,100.0
S09856,Math,98,90.0
S03185,Science,99,95.0
S04660,English,64,90.0
S03091,Math,89,100.0
S04242,English,54,95.0
S00007,History,81,95.0
S03589,History,104,90.0
S08288,History,51,80.0
S07327,History,67,100.0
S02059,Geography,80,90.0
S09792,English,104,100.0
S10476,Science,70,80.0
S01678,Science,86,100.0
S00744,Arabic,54,100.0
S09699,Arabic,72,95.0
S06953,Arabic,42,95.0
S10713,Arabic,92,95.0
S01008,Science,84,95.0
S10324,English,96,95.0
S05272,History,75,95.0
S08308,Geography,41,80.0
S06750,Science,110,95.0
S00509,History,89,95.0
S08524,Math,82,95.0
S06223,Geography,69,95.0
S05937,Math,84,95.0
S04733,Math,76,95.0
S00084,Math,76,80.0
S05422,Math,70,95.0
S10177,Arabic,105,80.0
S08623,Math,69,80.0
S06827,History,87,90.0
S10076,Geography,79,95.0
S12065,Science,57,90.0
S07551,Math,73,100.0
S08798,Geography,80,90.0
S02244,English,50,100.0
S08006,English,47,100.0
S01333,Arabic,83,90.0
S04953,Arabic,53,90.0
S03706,Science,102,100.0
S11422,English,80,100.0
S02398,Science,65,100.0
S10665,Math,47,95.0
S11012,Geography,79,80.0
S06276,Geography,106,90.0
S07821,Math,71,90.0
S03740,Geography,82,95.0
S11092,Science,74,90.0
S01302,Geography,101,80.0
S05104,Geography,80,95.0
S02384,History,57,95.0
S08481,Science,106,80.0
S09977,History,102,80.0
S07175,Geography,65,100.0
S10164,English,84,90.0
S07757,Math,104,95.0
S11845,English,62,90.0
S04894,Geography,43,80.0
S07743,English,100,80.0
S08744,English,94,80.0
S08471,History,95,95.0
S00412,Arabic,40,90.0
S07293,English,42,90.0
